obs,date,season,holiday,working_day,weather_condition,temp,feel_temp,humidity,wind_speed,occasional,members,rental
618,2012-09-09,3,0,0,1,25.01,28.94625,0.5475,15.041232,2570,5657,8227
619,2012-09-10,3,0,1,1,23.916653,28.2827,0.50375,17.333771,1118,6407,7525
620,2012-09-11,3,0,1,1,23.6775,27.7146,0.52,6.1676314,1070,6697,7767
621,2012-09-12,3,0,1,1,24.565847,28.50375,0.577083,8.833682,1050,6820,7870
622,2012-09-13,3,0,1,1,25.1125,28.9779,0.637083,5.5422936,1054,6750,7804
623,2012-09-14,3,0,1,1,25.966653,29.70415,0.6725,6.958821,1379,6630,8009
624,2012-09-15,3,0,0,1,24.941653,29.29335,0.501667,16.583907,3160,5554,8714
625,2012-09-16,3,0,0,1,23.78,28.15625,0.57,6.0422811,2166,5167,7333
626,2012-09-17,3,0,1,2,23.814153,27.6525,0.734583,10.166714,1022,5847,6869
627,2012-09-18,3,0,1,2,25.556653,28.25335,0.8725,23.958329,371,3702,4073
628,2012-09-19,3,0,1,1,22.6525,27.0202,0.536667,14.416725,788,6803,7591
629,2012-09-20,3,0,1,1,22.413347,26.6096,0.618333,7.917189,939,6781,7720
630,2012-09-21,3,0,1,1,24.565847,28.59855,0.66875,10.333343,1250,6917,8167
631,2012-09-22,3,0,0,1,26.65,30.5244,0.646667,19.000061,2512,5883,8395
632,2012-09-23,4,0,0,1,21.695847,25.94665,0.467083,14.958286,2454,5453,7907
633,2012-09-24,4,0,1,1,21.080847,25.12565,0.492917,9.541068,1001,6435,7436
634,2012-09-25,4,0,1,1,22.55,27.20895,0.57,15.833507,845,6693,7538
635,2012-09-26,4,0,1,1,26.035,29.83065,0.630833,16.3748,787,6946,7733
636,2012-09-27,4,0,1,2,26.65,30.39875,0.690833,9.000914,751,6642,7393
637,2012-09-28,4,0,1,2,25.385847,29.29315,0.69,10.999993,1045,6370,7415
638,2012-09-29,4,0,0,1,22.2425,26.5148,0.542917,15.249468,2589,5966,8555
639,2012-09-30,4,0,0,1,21.593347,25.88315,0.583333,9.042186,2015,4874,6889
640,2012-10-01,4,0,1,2,21.354153,25.6,0.649167,6.0838814,763,6015,6778
641,2012-10-02,4,0,1,3,24.224153,27.11665,0.871667,6.999825,315,4324,4639
642,2012-10-03,4,0,1,2,26.9575,29.95665,0.79375,4.4585686,728,6844,7572
643,2012-10-04,4,0,1,2,26.9575,30.39875,0.722917,7.875582,891,6437,7328
644,2012-10-05,4,0,1,1,25.215,29.00935,0.6275,7.12545,1516,6640,8156
645,2012-10-06,4,0,0,1,22.720847,26.92605,0.664167,17.957675,3031,4934,7965
646,2012-10-07,4,0,0,2,17.049153,20.99065,0.708333,9.457854,781,2729,3510
647,2012-10-08,4,1,0,2,15.716653,19.3804,0.709583,12.708493,874,4604,5478
648,2012-10-09,4,0,1,2,18.313347,21.9056,0.761667,12.7501,601,5791,6392
649,2012-10-10,4,0,1,1,21.080847,25.1571,0.630833,12.584007,780,6911,7691
650,2012-10-11,4,0,1,1,17.835,21.55835,0.463333,12.166932,834,6736,7570
651,2012-10-12,4,0,1,1,17.9375,21.65355,0.539167,15.751164,1060,6222,7282
652,2012-10-13,4,0,0,1,16.126653,19.5698,0.494583,9.791514,2252,4857,7109
653,2012-10-14,4,0,0,1,21.388347,25.4102,0.640417,18.667004,2080,4559,6639
654,2012-10-15,4,0,1,2,23.028347,26.9575,0.7075,19.834479,760,5115,5875
655,2012-10-16,4,0,1,1,19.201653,23.0423,0.558333,12.208807,922,6612,7534
656,2012-10-17,4,0,1,1,18.689153,22.5054,0.692917,6.791857,979,6482,7461
657,2012-10-18,4,0,1,2,21.4225,25.63125,0.728333,15.874779,1008,6501,7509
658,2012-10-19,4,0,1,2,23.096653,26.8948,0.815,9.041918,753,4671,5424
659,2012-10-20,4,0,0,1,19.850847,23.6421,0.572917,7.874979,2806,5284,8090
660,2012-10-21,4,0,0,1,19.030847,22.82145,0.51,11.125618,2132,4692,6824
661,2012-10-22,4,0,1,1,19.9875,24.1471,0.568333,5.4593811,830,6228,7058
662,2012-10-23,4,0,1,1,22.310847,26.5152,0.641667,6.3345686,841,6625,7466
663,2012-10-24,4,0,1,1,24.0875,27.93605,0.63625,4.8762064,795,6898,7693
664,2012-10-25,4,0,1,2,22.55,26.4844,0.800417,8.333125,875,6484,7359
665,2012-10-26,4,0,1,2,22.379153,26.1375,0.807083,8.875289,1182,6262,7444
666,2012-10-27,4,0,0,2,21.73,25.75665,0.72,15.791364,2643,5209,7852
667,2012-10-28,4,0,0,2,19.5775,23.38855,0.694583,26.666536,998,3461,4459
668,2012-10-29,4,0,1,3,18.04,21.97,0.88,23.9994,2,20,22
669,2012-10-30,4,0,1,2,13.045462,15.49545,0.825455,14.271603,87,1009,1096
670,2012-10-31,4,0,1,2,14.6575,18.055,0.666667,11.166689,419,5147,5566
671,2012-11-01,4,0,1,2,14.999153,18.4971,0.581667,10.542182,466,5520,5986
672,2012-11-02,4,0,1,1,14.555,17.8021,0.522083,17.833725,618,5229,5847
673,2012-11-03,4,0,0,2,14.076653,16.1923,0.49125,18.125443,1029,4109,5138
674,2012-11-04,4,0,0,1,13.359153,16.4769,0.532917,12.000236,1201,3906,5107
675,2012-11-05,4,0,1,1,13.085847,15.40375,0.494167,15.833775,378,4881,5259
676,2012-11-06,4,0,1,1,11.514153,14.07835,0.567083,11.625371,466,5220,5686
677,2012-11-07,4,0,1,2,12.129153,13.73105,0.5475,20.375236,326,4709,5035
678,2012-11-08,4,0,1,1,14.439134,17.09455,0.333478,23.304945,340,4975,5315
679,2012-11-09,4,0,1,1,14.828347,17.77065,0.540833,14.375386,709,5283,5992
680,2012-11-10,4,0,0,1,15.955847,19.69685,0.645417,3.8756686,2090,4446,6536
681,2012-11-11,4,0,0,1,17.254153,21.08565,0.659167,8.5425,2290,4562,6852
682,2012-11-12,4,1,0,1,19.885,23.76915,0.741667,11.625639,1097,5172,6269
683,2012-11-13,4,0,1,2,14.076653,16.16125,0.662917,22.917082,327,3767,4094
684,2012-11-14,4,0,1,1,11.855847,14.07815,0.552083,13.374875,373,5122,5495
685,2012-11-15,4,0,1,2,13.188347,16.2246,0.620417,10.250129,320,5125,5445
686,2012-11-16,4,0,1,1,14.145,17.3602,0.524583,11.458675,484,5214,5698
687,2012-11-17,4,0,0,1,13.325,16.31915,0.545417,12.041843,1313,4316,5629
688,2012-11-18,4,0,0,1,14.0425,16.8873,0.692917,15.250004,922,3747,4669
689,2012-11-19,4,0,1,2,15.614153,18.78105,0.623333,15.749489,449,5050,5499
690,2012-11-20,4,0,1,2,15.340847,19.03335,0.685,5.542575,534,5100,5634
691,2012-11-21,4,0,1,1,14.486653,18.2446,0.61375,6.917482,615,4531,5146
692,2012-11-22,4,1,0,1,13.94,17.51855,0.580417,3.5423436,955,1470,2425
693,2012-11-23,4,0,1,1,15.101653,18.93895,0.56875,9.917407,1603,2307,3910
694,2012-11-24,4,0,0,1,11.411653,12.4371,0.404583,25.250357,532,1745,2277
695,2012-11-25,4,0,0,1,10.079153,12.87915,0.468333,10.0835,309,2115,2424
696,2012-11-26,4,0,1,1,12.846653,16.9502,0.535417,3.12555,337,4750,5087
697,2012-11-27,4,0,1,2,11.958347,14.0779,0.786667,15.916654,123,3836,3959
698,2012-11-28,4,0,1,1,12.163347,14.4881,0.50625,14.125007,198,5062,5260
699,2012-11-29,4,0,1,1,11.51567,14.9211,0.555652,7.739974,243,5080,5323
700,2012-11-30,4,0,1,1,12.231653,16.19335,0.649583,3.9175436,362,5306,5668
701,2012-12-01,4,0,0,2,12.231653,15.8452,0.806667,4.0001814,951,4240,5191
702,2012-12-02,4,0,0,2,14.2475,17.9604,0.823333,8.333393,892,3757,4649
703,2012-12-03,4,0,1,1,18.5525,22.7898,0.7675,5.5422936,555,5679,6234
704,2012-12-04,4,0,1,1,19.509153,23.4527,0.73375,11.666643,551,6055,6606
705,2012-12-05,4,0,1,1,17.971653,21.4006,0.485,21.709407,331,5398,5729
706,2012-12-06,4,0,1,1,10.489153,12.9102,0.50875,11.708518,340,5035,5375
707,2012-12-07,4,0,1,2,13.154153,16.0979,0.764167,8.7502,349,4659,5008
708,2012-12-08,4,0,0,2,15.648347,19.4754,0.91125,6.792393,1153,4429,5582
709,2012-12-09,4,0,0,2,15.750847,19.5073,0.905417,10.584325,441,2787,3228
710,2012-12-10,4,0,1,2,17.869153,21.77875,0.925,12.750636,329,4841,5170
711,2012-12-11,4,0,1,2,14.486653,16.91815,0.596667,19.834479,282,5219,5501
712,2012-12-12,4,0,1,2,12.1975,14.8669,0.538333,10.916779,310,5009,5319
713,2012-12-13,4,0,1,1,12.129153,14.7094,0.485833,11.666643,425,5107,5532
714,2012-12-14,4,0,1,1,11.548347,14.7096,0.642917,8.792343,429,5182,5611
715,2012-12-15,4,0,0,1,13.290847,16.91915,0.650417,7.12545,767,4280,5047
716,2012-12-16,4,0,0,2,14.8625,18.4969,0.83875,6.749714,538,3248,3786
717,2012-12-17,4,0,1,2,16.126653,20.075,0.907083,6.5833061,212,4373,4585
718,2012-12-18,4,0,1,1,16.844153,20.4854,0.66625,14.834068,433,5124,5557
719,2012-12-19,4,0,1,1,13.6325,17.1081,0.625417,12.334164,333,4934,5267
720,2012-12-20,4,0,1,2,13.53,16.76085,0.667917,8.875021,314,3814,4128
721,2012-12-21,1,0,1,2,13.393347,15.08835,0.556667,25.083661,221,3402,3623
722,2012-12-22,1,0,0,1,10.899153,11.80565,0.44125,27.292182,205,1544,1749
723,2012-12-23,1,0,0,1,10.079153,12.97355,0.515417,8.916561,408,1379,1787
724,2012-12-24,1,0,1,2,9.483464,12.945,0.791304,5.1744368,174,746,920
725,2012-12-25,1,1,0,2,11.943464,14.72325,0.734783,11.304642,440,573,1013
726,2012-12-26,1,0,1,3,9.976653,11.01665,0.823333,21.208582,9,432,441
727,2012-12-27,1,0,1,2,10.420847,11.3321,0.652917,23.458911,247,1867,2114
728,2012-12-28,1,0,1,2,10.386653,12.7523,0.59,10.416557,644,2451,3095
729,2012-12-29,1,0,0,2,10.386653,12.12,0.752917,8.333661,159,1182,1341
730,2012-12-30,1,0,0,1,10.489153,11.585,0.483333,23.500518,364,1432,1796
731,2012-12-31,1,0,1,2,8.849153,11.17435,0.5775,10.374682,439,2290,2729
